term_36m,term_60m,grade_n,sub_grade_n,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,emp_length_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,cover,Outcome
1,0,4,45,38.5,18.25,1263.38,80849.0,0.5,7.24,2957,33,5,220000.0,34825,6.3173007896626,1
1,0,3,35,81.9,24.49,646.66,118227.0,9.0,13.76,13012,86,3,70000.0,16375,4.27480916030534,1
1,0,3,37,76.6,21.48,657.0,41400.0,4.0,14.23,5444,100,2,100000.0,17325,5.77200577200577,0
1,0,6,65,11.0,9.75,32.15,153048.0,4.0,17.76,6975,109,3,34000.0,1000,34.0,0
1,0,6,65,0.0,10.62,814.0,-1.0,5.0,8.44,-1,100,-1,95000.0,25000,3.8,0
0,1,4,47,71.3,15.99,364.7,-1.0,1.0,18.13,-1,100,-1,54000.0,15000,3.6,0
1,0,3,35,9.7,19.19,353.74,26520.0,6.0,10.33,2355,100,2,38000.0,9625,3.94805194805195,0
1,0,4,43,35.0,19.99,780.33,58100.0,3.0,7.38,2262,35,2,95000.0,21000,4.52380952380952,1
0,1,4,45,46.9,16.99,493.84,302354.0,8.0,10.02,31264,100,4,80000.0,19875,4.0251572327044,0
1,0,3,39,59.5,18.99,604.75,141630.0,0.5,12.14,22533,100,1,55000.0,16500,3.33333333333333,0
1,0,6,65,5.0,12.12,1076.34,442014.0,9.0,8.03,27261,100,4,90000.0,32350,2.78207109737249,0
1,0,4,43,72.7,17.58,1078.27,-1.0,10.0,6.96,-1,100,-1,175000.0,30000,5.83333333333333,0
1,0,4,43,35.5,19.05,366.82,76941.0,10.0,16.22,1956,100,13,97000.0,10000,9.7,0
0,1,3,33,29.4,19.99,757.57,64150.0,2.0,10.14,1479,100,7,78600.0,28600,2.74825174825175,1
1,0,4,47,49.6,15.99,351.53,14600.0,0.5,3.58,1448,100,5,70000.0,10000,7.0,0
1,0,5,51,87.8,17.1,214.22,28400.0,6.0,6.39,3118,100,2,107535.0,6000,17.9225,0
1,0,6,65,27.2,12.12,410.91,-1.0,6.0,15.25,-1,100,4,65000.0,12350,5.26315789473684,0
1,0,5,55,44.4,13.98,170.84,30800.0,0.5,18.6,1953,100,3,36000.0,5000,7.2,0
0,1,3,35,62.1,20.2,931.19,460233.0,5.0,17.33,37627,100,3,130100.0,35000,3.71714285714286,0
0,1,4,47,88.6,17.99,456.99,93931.0,8.0,24.63,5705,73,4,84000.0,18000,4.66666666666667,1
0,1,3,39,7.4,18.25,487.62,70883.0,7.0,18.64,3885,100,2,75000.0,19100,3.92670157068063,0
0,1,2,29,51.4,21.99,659.96,77819.0,10.0,30.89,4791,100,9,53000.0,23900,2.21757322175732,1
1,0,4,43,57.2,19.05,146.73,142329.0,10.0,25.47,11093,100,2,44000.0,4000,11.0,0
0,1,4,47,69.9,15.99,291.76,527767.0,6.0,16.2,56078,100,3,74500.0,12000,6.20833333333333,0
1,0,3,33,47.4,19.99,212.74,261707.0,0.5,14.11,34308,100,5,70000.0,5725,12.2270742358079,0
1,0,5,51,50.9,17.1,396.3,59755.0,0.5,30.4,3993,100,10,33000.0,11100,2.97297297297297,0
1,0,4,45,80.2,17.27,719.33,-1.0,10.0,8.5,-1,100,-1,80000.0,20100,3.98009950248756,0
1,0,5,53,5.8,16.29,547.16,155240.0,6.0,5.12,4737,100,5,41000.0,15500,2.64516129032258,0
1,0,7,79,88.0,5.32,843.22,939222.0,10.0,17.86,50280,88,3,283000.0,28000,10.1071428571429,0
0,1,1,17,15.1,25.83,408.81,56165.0,10.0,10.37,5032,100,5,80000.0,13700,5.83941605839416,0
0,1,6,61,41.4,12.69,338.93,-1.0,10.0,18.36,-1,100,-1,40000.0,15000,2.66666666666667,0
1,0,3,35,8.3,21.18,566.52,11700.0,3.0,4.56,324,8,3,30000.0,15000,2.0,0
1,0,4,43,75.1,20.0,1300.73,341478.0,3.0,14.66,35937,78,3,96000.0,35000,2.74285714285714,0
0,1,3,39,23.3,18.25,382.95,221955.0,7.0,35.01,8930,100,14,43548.0,15000,2.9032,0
1,0,3,33,12.6,22.9,115.98,6324.0,3.0,3.22,314,100,0,15600.0,3000,5.2,0
0,1,3,31,24.1,21.97,828.06,-1.0,2.0,20.02,-1,100,10,131500.0,30000,4.38333333333333,0
1,0,6,67,6.8,10.49,519.97,376629.0,10.0,1.54,594,9,10,165000.0,16000,10.3125,0
1,0,5,57,71.7,13.35,507.95,22050.0,2.0,4.97,2064,100,2,120000.0,15000,8.0,0
1,0,4,41,28.0,18.24,469.74,105450.0,8.0,9.73,8489,100,4,36000.0,12950,2.77992277992278,0
1,0,7,73,7.9,7.9,625.81,-1.0,6.0,16.87,-1,100,4,62500.0,20000,3.125,0
1,0,6,63,22.0,10.99,167.77,186888.0,3.0,9.81,27681,100,2,128000.0,5125,24.9756097560976,0
1,0,5,59,9.8,12.05,664.77,76242.0,4.0,6.83,1855,100,7,185000.0,20000,9.25,0
1,0,6,67,34.2,10.65,65.15,-1.0,0.0,14.1,-1,100,-1,12000.0,2000,6.0,0
1,0,5,55,61.0,13.99,239.21,126138.0,2.0,18.19,14402,83,4,57000.0,7000,8.14285714285714,0
1,0,6,61,97.4,11.47,329.62,139154.0,7.0,22.14,15949,90,2,75000.0,10000,7.5,0
1,0,5,59,42.7,14.33,343.39,332837.0,10.0,29.56,8263,100,3,110000.0,10000,11.0,0
1,0,6,63,76.9,10.78,326.35,943382.0,0.5,35.84,85212,68,5,200000.0,10000,20.0,0
1,0,7,77,1.5,7.68,155.95,-1.0,0.5,0.43,-1,100,-1,28000.0,5000,5.6,0
1,0,5,57,49.4,12.99,404.27,79090.0,0.5,22.93,7861,70,3,50000.0,12000,4.16666666666667,1
1,0,3,37,55.9,22.35,494.04,14900.0,5.0,8.01,1190,56,2,40000.0,12875,3.10679611650485,1
1,0,3,37,78.9,19.24,848.65,117201.0,10.0,36.8,6496,100,4,68000.0,23075,2.94691224268689,0
1,0,5,53,28.7,13.99,1196.05,584517.0,4.0,5.16,72554,100,4,300000.0,35000,8.57142857142857,0
1,0,6,63,17.8,10.99,261.88,178574.0,8.0,13.19,16230,57,8,80000.0,8000,10.0,0
1,0,6,67,75.3,11.26,315.49,-1.0,10.0,2.9,-1,100,-1,55000.0,9600,5.72916666666667,0
1,0,4,41,69.8,19.53,1292.36,125596.0,4.0,8.33,7375,53,6,250000.0,35000,7.14285714285714,1
0,1,4,45,41.2,16.99,372.71,109143.0,6.0,21.3,11093,100,8,84000.0,15000,5.6,1
0,1,4,47,44.0,17.99,324.34,48000.0,10.0,15.19,8296,44,2,76000.0,12775,5.94911937377691,1
1,0,4,43,82.7,19.05,880.36,420278.0,6.0,20.42,28633,100,7,145000.0,24000,6.04166666666667,0
1,0,5,57,0.0,13.35,812.71,92825.0,2.0,15.46,7308,100,1,60000.0,24000,2.5,0
1,0,5,57,62.1,12.69,805.08,123137.0,1.0,16.69,12394,100,2,114200.0,24000,4.75833333333333,0
1,0,4,43,51.4,19.52,327.67,8300.0,9.0,2.65,609,100,3,66000.0,8875,7.43661971830986,0
1,0,7,73,44.5,7.39,1086.96,547591.0,10.0,12.73,50723,45,0,200000.0,35000,5.71428571428571,0
0,1,3,35,41.7,17.19,435.47,-1.0,10.0,15.2,-1,100,-1,90000.0,25000,3.6,0
1,0,3,39,0.0,22.39,352.26,30737.0,10.0,8.2,1124,11,0,65000.0,9175,7.08446866485014,0
1,0,4,47,97.6,18.06,101.32,137923.0,0.5,14.38,8693,95,5,37148.0,2800,13.2671428571429,0
1,0,3,37,67.2,19.24,1287.22,158394.0,3.0,9.74,5827,100,14,350000.0,35000,10.0,0
1,0,5,51,41.0,14.65,172.48,25500.0,10.0,12.94,1710,100,2,50249.0,5000,10.0498,0
1,0,4,45,0.4,16.99,483.03,78132.0,10.0,38.07,4993,100,4,40000.0,13550,2.9520295202952,0
1,0,3,31,26.0,26.3,465.19,21600.0,1.0,10.02,702,26,1,23000.0,11500,2.0,1
1,0,7,71,46.8,7.89,750.86,578483.0,1.0,11.77,46646,100,7,227000.0,24000,9.45833333333333,0
0,1,2,29,35.2,22.45,446.01,-1.0,4.0,15.6,-1,100,8,85000.0,16000,5.3125,1
0,1,6,61,56.9,11.99,293.01,-1.0,0.5,9.77,-1,100,-1,85000.0,13175,6.45161290322581,0
0,1,3,31,61.0,22.15,969.65,85211.0,7.0,21.56,5555,100,4,95000.0,35000,2.71428571428571,0
1,0,4,49,65.5,17.09,749.65,288896.0,10.0,20.26,33693,68,4,95000.0,21000,4.52380952380952,0
1,0,3,33,35.0,20.49,259.1,25919.0,0.5,9.31,1304,100,6,75000.0,6925,10.8303249097473,0
0,1,5,59,42.3,12.68,90.36,-1.0,5.0,12.96,-1,100,-1,20000.0,4000,5.0,0
1,0,6,69,23.4,8.99,457.85,447868.0,10.0,12.7,39632,41,2,76000.0,14400,5.27777777777778,0
0,1,5,57,0.7,13.49,115.03,-1.0,4.0,15.96,-1,100,-1,30000.0,5000,6.0,0
0,1,2,29,80.4,20.25,109.2,-1.0,3.0,3.38,-1,100,-1,60000.0,4100,14.6341463414634,0
1,0,3,31,7.9,26.24,278.89,56917.0,3.0,21.41,3358,35,4,45000.0,6900,6.52173913043478,0
1,0,5,59,10.4,12.79,671.86,192825.0,7.0,3.36,12706,10,10,60000.0,20000,3.0,0
1,0,3,31,92.3,22.45,1344.83,80623.0,4.0,13.42,5861,100,7,200000.0,35000,5.71428571428571,0
1,0,5,55,9.6,14.98,1176.56,331362.0,8.0,5.94,47584,100,1,120000.0,33950,3.53460972017673,0
1,0,7,75,2.6,6.97,419.75,33844.0,10.0,4.21,1475,26,4,110000.0,13600,8.08823529411765,0
1,0,5,57,43.7,14.47,266.65,240056.0,3.0,2.62,36795,100,2,85000.0,7750,10.9677419354839,0
0,1,4,47,7.4,17.27,249.98,330147.0,10.0,30.81,24052,40,7,81000.0,10000,8.1,0
1,0,5,51,15.7,15.31,261.13,63999.0,7.0,17.39,6564,16,4,52000.0,7500,6.93333333333333,0
0,1,6,63,13.3,12.85,317.47,380756.0,2.0,18.87,22604,100,3,78500.0,14000,5.60714285714286,0
1,0,7,77,32.7,6.99,1234.91,264857.0,10.0,10.49,26781,59,4,120000.0,40000,3.0,0
1,0,4,49,49.5,15.59,699.1,306835.0,8.0,6.05,55692,100,0,70000.0,20000,3.5,0
1,0,5,57,55.5,12.61,268.06,-1.0,10.0,12.45,-1,100,-1,120000.0,8000,15.0,0
0,1,5,53,33.7,15.05,952.65,131104.0,10.0,24.76,4300,53,2,100000.0,40000,2.5,1
1,0,6,61,31.3,11.49,98.92,277958.0,3.0,17.8,21756,31,11,55000.0,3000,18.3333333333333,0
0,1,3,37,30.1,18.84,775.58,43900.0,9.0,2.42,2199,100,3,160000.0,30000,5.33333333333333,0
1,0,7,79,54.1,6.03,365.23,-1.0,10.0,14.29,-1,100,1,100000.0,12000,8.33333333333333,0
1,0,5,51,54.1,15.59,419.46,60115.0,0.0,29.97,3438,69,3,49488.0,12000,4.124,1
1,0,6,63,44.7,13.11,708.69,74598.0,7.0,10.69,5056,100,1,90000.0,21000,4.28571428571429,0
1,0,5,53,48.4,13.67,686.31,403730.0,7.0,9.35,37129,100,8,139000.0,20175,6.88971499380421,0
1,0,4,41,57.3,16.32,882.89,-1.0,5.0,7.53,-1,100,-1,72000.0,25000,2.88,0
1,0,5,55,78.6,15.8,631.06,94778.0,0.5,17.44,5472,100,4,45000.0,18000,2.5,0
1,0,5,55,11.0,13.57,135.88,-1.0,0.5,8.71,-1,100,-1,81600.0,4000,20.4,0
1,0,3,39,58.0,18.25,155.09,92554.0,10.0,14.47,11695,100,5,144000.0,4275,33.6842105263158,0
1,0,4,45,22.7,16.99,855.55,11400.0,1.0,2.76,4510,100,0,100000.0,24000,4.16666666666667,0
0,1,5,59,15.7,14.33,670.97,36000.0,3.0,3.47,1240,100,3,72000.0,28625,2.51528384279476,0
1,0,5,59,5.9,13.23,594.97,-1.0,10.0,0.34,-1,100,-1,205000.0,17600,11.6477272727273,0
1,0,4,45,32.1,18.25,54.42,29156.0,10.0,29.2,4589,79,3,30380.0,1500,20.2533333333333,0
1,0,6,67,29.0,9.49,144.13,204621.0,1.0,8.31,16471,100,5,135200.0,4500,30.0444444444444,0
1,0,7,71,82.1,8.19,207.4,171154.0,10.0,27.78,7324,100,1,75000.0,6600,11.3636363636364,0
0,1,6,65,81.3,11.39,263.25,162546.0,10.0,33.29,12706,70,6,100000.0,12000,8.33333333333333,0
0,1,5,55,9.2,14.08,932.39,193727.0,7.0,18.57,31754,56,4,120000.0,40000,3.0,0
1,0,5,59,85.3,12.39,668.02,1035384.0,4.0,4.01,159611,100,3,450000.0,20000,22.5,0
1,0,4,41,59.1,19.72,925.53,24095.0,10.0,5.79,2783,100,1,104000.0,25000,4.16,0
1,0,4,47,37.3,16.55,770.59,62706.0,10.0,21.79,2245,100,6,64000.0,21750,2.94252873563218,0
1,0,4,45,39.6,19.2,725.96,59113.0,3.0,10.61,4480,100,4,74000.0,19750,3.74683544303797,0
0,1,4,45,68.4,18.99,538.16,54825.0,1.0,17.24,3969,58,1,60000.0,20750,2.89156626506024,1
1,0,5,55,89.4,13.33,236.98,272082.0,9.0,16.05,16447,100,4,130000.0,7000,18.5714285714286,0
1,0,3,37,65.2,21.0,958.84,213108.0,2.0,21.51,11873,100,5,67000.0,25450,2.63261296660118,0
1,0,5,51,72.7,15.99,351.53,390857.0,10.0,9.25,90425,93,3,72000.0,10000,7.2,0
1,0,4,43,79.2,19.05,146.73,39873.0,8.0,23.94,5021,100,3,37700.0,4000,9.425,0
1,0,6,69,16.9,8.24,377.37,70759.0,10.0,12.96,7401,52,3,125000.0,12000,10.4166666666667,0
0,1,1,15,40.4,25.89,863.4,133336.0,3.0,25.0,12664,100,6,85000.0,28900,2.94117647058824,0
1,0,5,57,39.9,12.69,192.89,149641.0,6.0,28.94,9579,100,5,35000.0,5750,6.08695652173913,0
0,1,1,15,79.1,25.89,956.02,388800.0,9.0,15.91,23522,100,3,154000.0,32000,4.8125,0
1,0,3,37,38.3,19.48,1219.52,242655.0,8.0,19.06,10011,51,5,85000.0,33050,2.57186081694402,1
1,0,6,67,39.2,9.49,176.16,160527.0,10.0,20.94,10184,50,5,65000.0,5500,11.8181818181818,0
0,1,6,65,16.8,11.71,287.28,-1.0,3.0,6.33,-1,100,-1,90000.0,13000,6.92307692307692,0
1,0,4,49,65.6,17.76,162.15,5200.0,10.0,21.4,682,100,3,24000.0,4500,5.33333333333333,0
1,0,3,39,78.1,20.99,180.82,355022.0,1.0,24.94,37447,51,6,65000.0,4800,13.5416666666667,0
0,1,3,37,82.6,23.88,373.08,57348.0,1.0,34.11,5200,73,2,42000.0,13000,3.23076923076923,1
1,0,6,63,36.9,10.99,327.34,263679.0,2.0,20.29,7171,100,8,110000.0,10000,11.0,0
1,0,4,47,80.8,16.77,533.08,-1.0,2.0,20.4,-1,100,-1,65000.0,15000,4.33333333333333,0
0,1,3,37,40.0,19.48,880.51,89480.0,5.0,20.93,7518,40,5,95000.0,33600,2.82738095238095,1
1,0,6,65,34.0,10.49,723.89,195272.0,6.0,28.41,5190,100,6,84000.0,22275,3.77104377104377,0
1,0,5,53,14.4,15.81,758.25,-1.0,3.0,19.25,-1,100,3,51000.0,21625,2.35838150289017,0
1,0,3,35,88.3,21.49,1327.45,740168.0,5.0,17.76,35750,100,5,250000.0,35000,7.14285714285714,0
1,0,6,63,17.2,9.99,774.3,-1.0,4.0,18.68,-1,100,-1,72000.0,24000,3.0,0
1,0,4,49,9.4,15.61,699.3,588097.0,6.0,14.14,66540,100,7,250000.0,20000,12.5,0
1,0,4,47,96.3,15.21,111.26,-1.0,10.0,4.15,-1,100,-1,35000.0,3200,10.9375,0
1,0,7,73,45.2,7.9,119.69,-1.0,5.0,3.72,-1,100,2,40000.0,3825,10.4575163398693,0
1,0,5,57,7.0,14.65,224.22,-1.0,10.0,14.87,-1,100,3,61000.0,6500,9.38461538461539,0
0,1,2,29,33.1,22.99,596.82,310946.0,2.0,7.58,33242,100,8,180000.0,21175,8.50059031877214,0
1,0,4,45,73.9,16.99,464.32,194344.0,2.0,9.45,23376,100,3,64000.0,13025,4.91362763915547,0
0,1,2,21,36.5,26.57,398.93,226144.0,10.0,27.63,22994,54,2,110000.0,13175,8.34914611005693,1
1,0,3,35,1.0,19.19,1286.33,71956.0,6.0,5.5,7136,100,9,200000.0,35000,5.71428571428571,0
0,1,4,43,74.9,17.57,301.93,94272.0,7.0,23.79,9501,100,4,62000.0,12000,5.16666666666667,1
1,0,7,73,83.9,7.9,469.36,-1.0,0.5,7.62,-1,100,-1,45500.0,15000,3.03333333333333,0
0,1,4,45,80.2,16.49,428.91,-1.0,4.0,15.09,-1,100,-1,135000.0,19200,7.03125,0
1,0,6,63,77.7,13.11,489.34,-1.0,3.0,24.28,-1,100,2,38000.0,14500,2.62068965517241,0
1,0,7,79,4.6,5.32,752.87,247320.0,4.0,14.52,26549,5,2,100000.0,25000,4.0,0
0,1,3,31,42.6,20.99,270.48,73901.0,10.0,17.02,3780,100,4,75000.0,10000,7.5,0
0,1,2,29,50.9,20.25,559.3,-1.0,2.0,14.53,-1,100,-1,73500.0,21000,3.5,0
1,0,5,51,65.4,14.99,194.1,10200.0,2.0,2.04,1669,100,2,60000.0,5600,10.7142857142857,0
1,0,4,47,58.1,14.96,346.47,-1.0,10.0,20.77,-1,100,-1,65000.0,10000,6.5,0
0,1,1,19,13.7,28.18,478.05,148429.0,1.0,10.18,13960,109,5,50000.0,15300,3.26797385620915,1
1,0,3,33,94.5,25.82,602.93,66352.0,4.0,23.96,4198,70,3,55000.0,15000,3.66666666666667,1
1,0,6,65,79.3,12.12,66.55,-1.0,10.0,17.78,-1,100,1,50000.0,2000,25.0,0
1,0,6,65,36.1,11.39,329.24,250975.0,4.0,18.75,9199,55,14,150000.0,10000,15.0,0
0,1,5,53,41.4,14.99,380.56,184579.0,4.0,21.98,5593,67,4,95000.0,16000,5.9375,1
1,0,4,45,42.9,16.99,1069.44,13300.0,0.5,1.13,1900,100,1,180000.0,30000,6.0,0
0,1,6,63,28.4,10.75,518.84,78700.0,6.0,11.53,5104,28,10,76000.0,24000,3.16666666666667,0
1,0,2,29,28.8,23.43,778.69,42474.0,10.0,13.38,3444,100,3,72000.0,20000,3.6,0
1,0,6,69,83.3,8.39,630.34,68200.0,10.0,7.37,4291,83,0,145000.0,20000,7.25,0
0,1,3,37,27.6,19.52,629.47,91822.0,3.0,10.16,7606,100,7,150000.0,24000,6.25,1
0,1,3,33,30.3,20.49,669.19,342457.0,7.0,11.78,24809,100,8,150000.0,25000,6.0,0
1,0,5,59,89.0,12.74,1066.66,360308.0,10.0,21.66,25176,89,3,120000.0,31775,3.7765538945712,0
1,0,6,61,57.4,11.49,263.78,295345.0,2.0,12.97,15059,89,5,48000.0,8000,6.0,0
1,0,4,49,0.0,15.41,348.67,75500.0,0.0,4.22,12664,100,1,80000.0,10000,8.0,0
1,0,2,23,63.0,27.49,349.26,13900.0,10.0,6.6,1751,63,4,40000.0,8500,4.70588235294118,1
1,0,7,79,14.1,5.42,120.64,-1.0,4.0,8.33,-1,100,-1,72500.0,4000,18.125,0
0,1,4,41,88.0,16.32,336.72,-1.0,3.0,9.25,-1,100,-1,24000.0,13750,1.74545454545455,0
0,1,3,39,8.4,20.99,540.96,93366.0,0.5,8.04,3433,81,3,48000.0,20000,2.4,0
0,1,3,37,72.0,18.49,440.09,33507.0,6.0,18.76,3875,100,2,60000.0,17150,3.49854227405248,1
1,0,4,43,84.8,17.57,398.01,329650.0,2.0,26.43,50806,100,3,67000.0,11075,6.04966139954853,0
1,0,5,53,53.7,14.49,860.41,281575.0,10.0,11.97,16425,100,0,80000.0,25000,3.2,0
1,0,4,49,80.4,15.61,1223.77,561083.0,1.0,10.08,44197,100,6,195000.0,35000,5.57142857142857,0
1,0,5,51,67.3,14.65,344.95,230503.0,2.0,17.98,30175,100,7,46000.0,10000,4.6,0
0,1,3,37,50.0,22.35,603.66,34566.0,8.0,6.51,2932,50,2,125000.0,21700,5.76036866359447,1
1,0,3,39,27.7,18.99,672.55,9200.0,1.0,1.82,510,100,1,70000.0,18350,3.81471389645777,0
0,1,3,33,49.7,17.06,373.28,-1.0,10.0,3.83,-1,100,-1,95000.0,15000,6.33333333333333,0
1,0,4,49,44.4,16.99,356.48,16971.0,0.0,5.14,1926,100,2,60700.0,10000,6.07,0
1,0,4,41,47.3,20.31,74.65,58172.0,10.0,14.54,2574,100,7,70000.0,2000,35.0,0
1,0,4,49,58.2,16.59,790.52,470791.0,10.0,13.38,27722,100,6,100000.0,22300,4.48430493273543,0
1,0,5,55,89.0,13.99,170.87,-1.0,1.0,8.69,-1,100,-1,50000.0,5000,10.0,0
1,0,4,49,58.0,17.77,576.6,71200.0,8.0,16.71,4131,100,3,55000.0,16000,3.4375,0
0,1,3,35,67.2,21.49,593.74,-1.0,0.5,23.39,-1,100,8,55000.0,21725,2.53164556962025,1
0,1,4,45,43.4,18.25,893.54,-1.0,3.0,12.42,-1,100,-1,315000.0,35000,9.0,0
1,0,6,69,54.8,8.39,189.1,76609.0,7.0,16.85,5911,69,7,80000.0,6000,13.3333333333333,0
1,0,4,41,67.7,21.45,454.88,43057.0,3.0,19.81,2943,68,6,49000.0,12000,4.08333333333333,1
1,0,4,47,81.5,16.29,706.01,48728.0,6.0,12.96,9485,100,4,76400.0,20000,3.82,0
1,0,7,73,15.4,7.39,745.34,477105.0,2.0,15.61,21310,22,11,109200.0,24000,4.55,0
1,0,3,33,87.4,23.1,69.78,39667.0,10.0,18.68,3203,100,1,30000.0,1800,16.6666666666667,0
1,0,5,59,1.0,12.53,251.0,-1.0,2.0,12.87,-1,100,-1,40000.0,7500,5.33333333333333,0
1,0,4,43,70.4,19.05,516.29,35525.0,3.0,12.93,2288,100,3,36000.0,14075,2.55772646536412,0
1,0,4,49,61.7,14.61,551.61,-1.0,0.5,20.74,-1,100,-1,135000.0,16000,8.4375,0
1,0,6,61,50.0,11.99,830.24,184650.0,6.0,10.41,17161,50,5,170000.0,25000,6.8,0
1,0,3,33,75.6,20.99,527.38,424749.0,9.0,14.77,57341,100,5,115000.0,14000,8.21428571428571,0
1,0,4,49,65.6,15.61,839.16,106633.0,10.0,20.9,5200,100,10,168000.0,24000,7.0,0
1,0,6,63,25.0,10.99,392.81,348017.0,2.0,6.37,18143,84,9,90000.0,12000,7.5,0
0,1,4,45,41.9,16.99,347.87,79099.0,3.0,8.37,640,100,3,36000.0,14000,2.57142857142857,0
0,1,4,43,24.8,20.0,794.82,293900.0,9.0,5.63,19046,25,4,65000.0,30000,2.16666666666667,0
1,0,6,61,9.9,11.99,265.68,104245.0,10.0,35.56,2669,49,9,71000.0,8000,8.875,0
0,1,2,29,35.6,25.69,1041.51,371815.0,1.0,19.9,18489,88,6,110000.0,35000,3.14285714285714,0
0,1,4,41,0.6,19.47,917.0,333062.0,3.0,7.22,14880,100,9,125000.0,35000,3.57142857142857,0
1,0,3,35,8.1,19.52,125.53,89705.0,2.0,1.26,9562,100,2,51500.0,3400,15.1470588235294,0
1,0,6,67,10.4,9.49,256.23,41938.0,10.0,10.37,3301,55,6,50000.0,8000,6.25,0
0,1,1,19,45.4,30.79,656.81,42578.0,2.0,14.77,2863,74,6,62000.0,20000,3.1,1
1,0,5,53,53.4,14.46,516.03,275394.0,1.0,8.42,26868,74,6,175000.0,15000,11.6666666666667,0
1,0,4,49,15.4,16.29,353.01,167949.0,0.5,19.41,10161,105,5,70000.0,10000,7.0,0
1,0,6,61,58.6,12.99,505.34,41835.0,3.0,8.35,3777,100,2,66000.0,15000,4.4,0
0,1,4,49,17.9,16.99,248.48,56202.0,10.0,10.42,3341,36,3,70000.0,10000,7.0,0
1,0,6,65,61.0,11.12,262.37,-1.0,3.0,11.35,-1,100,-1,62000.0,8000,7.75,0
1,0,6,63,32.4,10.99,785.62,39700.0,3.0,4.67,2572,100,2,75000.0,24000,3.125,0
0,1,1,13,95.4,25.99,1047.71,348026.0,10.0,10.25,37428,100,11,135000.0,35000,3.85714285714286,0
1,0,6,63,64.9,10.64,390.83,405400.0,10.0,20.43,38150,100,2,150000.0,12000,12.5,0
1,0,3,35,90.2,22.4,767.96,51929.0,10.0,15.1,3763,100,4,125000.0,20000,6.25,0
0,1,2,25,95.9,18.99,90.78,-1.0,10.0,13.08,-1,100,-1,43200.0,3500,12.3428571428571,0
1,0,6,63,33.8,12.85,941.41,809538.0,2.0,14.73,57691,100,6,180000.0,28000,6.42857142857143,0
0,1,2,27,61.9,23.28,781.8,268363.0,10.0,7.77,15580,100,3,70000.0,27575,2.53853127833182,0
1,0,5,55,87.0,13.99,406.66,781082.0,0.5,14.49,42458,88,7,345000.0,11900,28.9915966386555,0
1,0,4,43,63.3,17.14,535.84,264427.0,10.0,29.62,13779,100,5,72000.0,15000,4.8,0
1,0,5,59,59.2,11.99,332.1,141198.0,5.0,27.28,8786,62,6,115000.0,10000,11.5,1
0,1,3,39,20.4,18.99,640.6,179820.0,2.0,16.01,20442,45,4,65000.0,24700,2.63157894736842,0
1,0,5,57,30.6,12.69,134.18,29684.0,9.0,12.07,1464,100,4,35000.0,4000,8.75,0
1,0,3,33,52.6,25.82,409.99,68301.0,2.0,25.87,2276,63,17,69200.0,10200,6.7843137254902,1
1,0,7,77,42.0,5.99,225.85,-1.0,6.0,19.8,-1,100,-1,30000.0,8000,3.75,0
1,0,4,49,2.9,16.99,35.65,19800.0,6.0,5.0,63,3,8,12000.0,1000,12.0,0
1,0,5,53,68.0,14.49,1066.9,16100.0,10.0,4.55,1824,68,1,100000.0,31000,3.2258064516129,1
1,0,4,45,43.3,18.99,219.91,68600.0,2.0,1.17,10762,94,2,36000.0,6000,6.0,0
0,1,4,45,35.5,16.99,298.17,45484.0,10.0,12.2,2898,100,5,80000.0,12000,6.66666666666667,1
1,0,5,57,18.5,15.31,497.89,100833.0,4.0,17.14,6717,100,2,100000.0,14300,6.99300699300699,0
1,0,5,59,82.7,13.49,678.61,-1.0,6.0,14.66,-1,100,-1,65000.0,20000,3.25,0
1,0,3,31,62.7,22.45,432.27,54218.0,7.0,3.69,5343,108,3,55000.0,11250,4.88888888888889,0
1,0,2,27,52.9,24.08,196.38,28871.0,4.0,21.8,2294,100,6,62000.0,5000,12.4,0
1,0,6,67,45.5,10.49,974.94,380082.0,1.0,25.74,21375,54,9,135000.0,30000,4.5,0
1,0,5,59,56.1,12.39,400.82,219195.0,6.0,9.57,17790,100,3,85000.0,12000,7.08333333333333,0
1,0,5,57,69.6,13.35,338.63,278108.0,10.0,11.46,29193,100,4,60000.0,10000,6.0,0
0,1,3,35,31.8,24.49,697.28,105231.0,9.0,11.44,5544,47,7,150000.0,24000,6.25,1
1,0,6,61,39.6,11.99,332.1,241578.0,10.0,10.65,15799,100,4,66000.0,10000,6.6,0
1,0,3,31,88.7,21.99,338.9,239700.0,5.0,12.49,22061,100,3,52000.0,8875,5.85915492957746,0
1,0,4,47,52.0,16.55,42.52,45938.0,9.0,11.68,10134,100,2,30000.0,1200,25.0,0
1,0,5,51,53.5,14.99,554.57,321319.0,2.0,5.5,49327,100,3,110000.0,16000,6.875,0
1,0,3,31,76.4,23.4,194.6,30328.0,2.0,5.48,5754,100,3,30000.0,5000,6.0,0
1,0,7,79,36.5,5.42,333.27,-1.0,10.0,18.91,-1,100,-1,48712.44,11050,4.40836561085973,0
1,0,7,79,21.4,5.32,301.15,1252832.0,2.0,3.62,53773,100,6,400000.0,10000,40.0,0
0,1,3,37,56.0,23.99,690.3,69807.0,10.0,12.83,4314,56,7,85000.0,24000,3.54166666666667,1
